,gprs_ticket_id,waybill_no,schedule_no,trip_no,etim_no,route_no,route_id,transaction_no,ticket_no,tkt_type_short_code,tkt_sub_type_short_code,from_stop_seq_no,from_bus_stop_code_english,from_bus_stop_id,till_stop_seq_no,till_bus_stop_code_english,till_bus_stop_id,travelled_km,px_count,lugg_units,px_total_amount,lugg_total_amount,toll_amt,total_ticket_amount,concession_type,group_ticket_mode,payment_mode,ticket_date,ticket_time,upload_flag,bus_service_id,fare_type,depot_id,vehicle_no,ticket_code,pass_id_no,epurse_card_no,epurse_card_issuer_name,epurse_curr_amount_qstr,epurse_last_amount_qstr,epurse_last_waybill_no_qstr,epurse_last_tkt_no,epurse_last_tkt_date,epurse_last_tkt_time,epurse_last_from_stop_code,epurse_last_to_stop_code,tkt_printed_flag,shift_no,trip_status,trip_end_condition,waybill_type,schedule_id,conductor_token_id,rate_fare_id,service_tax_amt,stage_ticket,inserted_by,inserted_date
41,256890169,D4116081000153,304D/1,6,325-702-848,304-DUP,5037,269,259,1,AD,34,HOF,2181,36,CNS,2185,,1,0,5,0,0,5,0,0,0,8/10/2016,21:30:41,N,1,N,22,KA01FA1023,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,15374,5844,12,0,0,1,8/10/2016 21:35
42,256890170,D3616081000073,227Y/1,7,325-741-062,227-YUP,18343,306,290,1,AD,7,SRSC,1812,11,MRBS,269,,1,0,5,0,0,5,0,0,0,8/10/2016,20:58:55,N,1,N,29,KA53F0231,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,16208,6352,12,0,0,1,8/10/2016 21:35
43,256890171,D3616081000073,227Y/1,7,325-741-062,227-YUP,18343,307,291,1,AD,7,SRSC,1812,16,NDH,272,,1,0,12,0,0,12,0,0,0,8/10/2016,20:59:09,N,1,N,29,KA53F0231,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,16208,6352,12,0,0,1,8/10/2016 21:35
44,256890172,D3616081000073,227Y/1,7,325-741-062,227-YUP,18343,308,292,1,AD,11,MRBS,269,16,NDH,272,,1,0,5,0,0,5,0,0,0,8/10/2016,21:09:44,N,1,N,29,KA53F0231,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,16208,6352,12,0,0,1,8/10/2016 21:35
45,256890173,D3616081000073,227Y/1,7,325-741-062,227-YUP,18343,309,293,1,AD,11,MRBS,269,16,NDH,272,,1,0,5,0,0,5,0,0,0,8/10/2016,21:10:09,N,1,N,29,KA53F0231,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,16208,6352,12,0,0,1,8/10/2016 21:35
46,256890174,D3616081000073,227Y/1,7,325-741-062,227-YUP,18343,310,294,1,AD,11,MRBS,269,26,KGR2,5494,,1,0,17,0,0,17,0,0,0,8/10/2016,21:11:21,N,1,N,29,KA53F0231,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,16208,6352,12,0,0,1,8/10/2016 21:35
47,256890175,D3616081000073,227Y/1,7,325-741-062,227-YUP,18343,311,295,1,AD,16,NDH,272,26,KGR2,5494,,1,0,14,0,0,14,0,0,0,8/10/2016,21:17:54,N,1,N,29,KA53F0231,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,16208,6352,12,0,0,1,8/10/2016 21:35
48,256890176,D1316081000049,V-500K/8,7,325-743-535,KUSL-ITPLUP,34254,83,0,4,PA,,,0,52,0,0,0,1,0,0,0,0,0,0,0,0,8/10/2016,21:28:50,N,3,N,11,KA01FA2124,0,643,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,32625,10972,4,0,6,1,8/10/2016 21:35
49,256890177,D2916081000075,322/1,5,325-740-191,322UP,21166,226,0,0,TL,49,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/10/2016,21:26:51,N,1,N,18,KA01FA0574,0,0,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,19845,9191,12,0,0,1,8/10/2016 21:35
0,256690128,D2116081000043,225F/2,4,325-739-454,225-FUP,27066,163,113,1,AD,1,KMT1,3014,12,MRBS,269,,1,0,12,0,0,12,0,0,0,8/10/2016,18:43:15,N,1,N,26,KA01FA0609,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,20992,11833,12,0,0,1,8/10/2016 18:51
1,256690129,D2116081000043,225F/2,4,325-739-454,225-FUP,27066,164,114,1,AD,1,KMT1,3014,25,BEMLCX,947,,1,0,19,0,0,19,0,0,0,8/10/2016,18:43:37,N,1,N,26,KA01FA0609,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,20992,11833,12,0,0,1,8/10/2016 18:51
2,256690130,D2116081000043,225F/2,4,325-739-454,225-FUP,27066,165,115,1,AD,1,KMT1,3014,7,SRSC,1812,,1,0,5,0,0,5,0,0,0,8/10/2016,18:43:50,N,1,N,26,KA01FA0609,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,20992,11833,12,0,0,1,8/10/2016 18:51
3,256690131,D2116081000043,225F/2,4,325-739-454,225-FUP,27066,166,116,1,AD,1,KMT1,3014,17,NDH,272,,2,0,28,0,0,28,0,0,0,8/10/2016,18:44:02,N,1,N,26,KA01FA0609,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,20992,11833,12,0,0,1,8/10/2016 18:51
4,256690132,D2116081000095,601/2,6,325-739-561,510AUP,19559,449,340,1,AD,21,RVC,278,26,KGR2,5494,,1,0,5,0,0,5,0,0,0,8/10/2016,18:41:00,N,1,N,26,KA01F9570,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,15516,9632,12,0,0,1,8/10/2016 18:51
5,256690133,D2116081000095,601/2,6,325-739-561,510AUP,19559,450,0,0,TL,26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/10/2016,18:44:17,N,1,N,26,KA01F9570,0,0,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,15516,9632,12,0,0,1,8/10/2016 18:51
6,256690134,D2116081000095,601/2,7,325-739-561,KGR-BEML5UP,22372,451,0,0,TS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/10/2016,18:44:22,N,1,N,26,KA01F9570,1.0.3.323,3730,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,15516,9632,12,0,0,1,8/10/2016 18:51
7,256690135,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,188,176,1,AD,1,KGR2,5494,30,CHWIN,3375,,1,0,20,0,0,20,0,0,0,8/10/2016,18:46:05,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
8,256690136,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,189,177,1,AD,1,KGR2,5494,49,YTTMC,1826,,1,0,23,0,0,23,0,0,0,8/10/2016,18:46:27,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
9,256690137,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,190,178,1,AD,1,KGR2,5494,49,YTTMC,1826,,1,0,23,0,0,23,0,0,0,8/10/2016,18:46:44,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
10,256690138,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,191,179,1,AD,1,KGR2,5494,19,MRTHLY,1987,,1,0,17,0,0,17,0,0,0,8/10/2016,18:47:17,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
11,256690139,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,192,180,1,AD,1,KGR2,5494,19,MRTHLY,1987,,1,0,17,0,0,17,0,0,0,8/10/2016,18:47:33,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
12,256690140,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,193,181,1,AD,1,KGR2,5494,38,RLIPB1,5034,,1,0,22,0,0,22,0,0,0,8/10/2016,18:47:52,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
13,256690141,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,194,182,1,AD,1,KGR2,5494,27,KTP1,309,,1,0,19,0,0,19,0,0,0,8/10/2016,18:48:05,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
14,256690142,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,195,183,1,AD,1,KGR2,5494,16,MRPLYA,1983,,1,0,14,0,0,14,0,0,0,8/10/2016,18:48:19,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
15,256690143,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,196,184,1,AD,1,KGR2,5494,23,P[DP,2000,,1,0,19,0,0,19,0,0,0,8/10/2016,18:48:36,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
16,256690144,D1216081000058,401M/6,5,325-702-935,401-MDN,23021,197,185,1,AD,1,KGR2,5494,12,KGT3q,4626,,1,0,12,0,0,12,0,0,0,8/10/2016,18:48:48,N,1,N,23,KA01F4949,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,9812,8971,12,0,0,1,8/10/2016 18:51
17,256690145,D3816081000110,342J/1,5,325-739-068,342-JUP,23646,216,209,1,AD,28,CNPCR,1368,30,DMS1,8650,,2,0,10,0,0,10,0,0,0,8/10/2016,18:42:26,N,1,N,20,KA01FA0603,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,28389,11198,12,0,0,1,8/10/2016 18:51
18,256690146,D3816081000110,342J/1,5,325-739-068,342-JUP,23646,217,210,1,AD,28,CNPCR,1368,30,DMS1,8650,,2,0,10,0,0,10,0,0,0,8/10/2016,18:42:32,N,1,N,20,KA01FA0603,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,28389,11198,12,0,0,1,8/10/2016 18:51
19,256690147,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,52,44,1,AD,1,KBS1,160,36,ELC3,42,,1,0,85,0,0,85,0,0,0,8/10/2016,11:42:48,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,5,1,1,8/10/2016 18:51
20,256690148,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,53,45,1,AD,1,KBS1,160,23,JNHR1,69,,1,0,53,0,0,53,0,0,0,8/10/2016,11:43:11,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,3,1,1,8/10/2016 18:51
21,256690149,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,54,46,7,ST,1,KBS1,160,43,,,0,1,0,38,0,0,38,0,0,0,8/10/2016,11:43:38,N,3,N,11,KA01FA1701,0,505,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,3,1,1,8/10/2016 18:51
22,256690150,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,55,47,1,AD,1,KBS1,160,9,CRP12,158,,2,0,44,0,0,44,0,0,0,8/10/2016,11:44:07,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,4,1,1,8/10/2016 18:51
23,256690151,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,56,48,1,AD,1,KBS1,160,27,MDWMK,74,,1,0,64,0,0,64,0,0,0,8/10/2016,11:44:17,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,4,1,1,8/10/2016 18:51
24,256690152,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,57,49,1,AD,1,KBS1,160,26,KRPNC,73,,1,0,64,0,0,64,0,0,0,8/10/2016,11:44:26,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,4,1,1,8/10/2016 18:51
25,256690153,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,58,50,1,AD,1,KBS1,160,35,KNPA,5050,,1,0,85,0,0,85,0,0,0,8/10/2016,11:45:11,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,5,1,1,8/10/2016 18:51
26,256690154,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,59,51,1,AD,1,KBS1,160,21,DRC,363,,1,0,48,0,0,48,0,0,0,8/10/2016,11:45:33,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,3,1,1,8/10/2016 18:51
27,256690155,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,60,52,1,AD,1,KBS1,160,29,BMH2,36,,1,0,75,0,0,75,0,0,0,8/10/2016,11:46:31,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,5,1,1,8/10/2016 18:51
28,256690156,D1316081000004,V-356/7,4,325-743-618,V-356UP,28807,61,53,1,AD,1,KBS1,160,29,BMH2,36,,2,0,150,0,0,150,0,0,0,8/10/2016,11:47:29,N,3,N,11,KA01FA1701,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,26313,9624,4,10,1,1,8/10/2016 18:51
29,256690157,D0316081000063,111/2,5,325-739-179,111UP,21124,171,160,1,AD,3,CRPN,193,19,RTNPS2,7347,,2,0,38,0,0,38,0,0,0,8/10/2016,18:35:38,N,1,N,32,KA01F4906,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,26230,12789,12,0,0,1,8/10/2016 18:51
30,256690158,D0316081000063,111/2,5,325-739-179,111UP,21124,172,161,1,AD,3,CRPN,193,17,RMTN,2394,,1,0,19,0,0,19,0,0,0,8/10/2016,18:36:04,N,1,N,32,KA01F4906,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,26230,12789,12,0,0,1,8/10/2016 18:51
31,256690159,D0316081000063,111/2,5,325-739-179,111UP,21124,173,162,1,AD,6,AGS,5941,14,MRP,5802,,1,0,12,0,0,12,0,0,0,8/10/2016,18:46:33,N,1,N,32,KA01F4906,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,26230,12789,12,0,0,1,8/10/2016 18:51
32,256690160,D0316081000063,111/2,5,325-739-179,111UP,21124,174,163,1,AD,6,AGS,5941,12,GTVN,693,,1,0,5,0,0,5,0,0,0,8/10/2016,18:46:45,N,1,N,32,KA01F4906,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,26230,12789,12,0,0,1,8/10/2016 18:51
33,256690161,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,238,212,1,AD,2,HULMGTBIKL,9994,6,BLKLI,116,,2,0,10,0,0,10,0,0,0,8/10/2016,18:08:34,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
34,256690162,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,239,213,1,AD,2,HULMGTBIKL,9994,10,GRPLY,120,,2,0,24,0,0,24,0,0,0,8/10/2016,18:08:48,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
35,256690163,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,240,214,1,AD,2,HULMGTBIKL,9994,10,GRPLY,120,,1,0,12,0,0,12,0,0,0,8/10/2016,18:09:12,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
36,256690164,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,241,215,1,AD,2,HULMGTBIKL,9994,6,BLKLI,116,,1,0,5,0,0,5,0,0,0,8/10/2016,18:09:46,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
37,256690165,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,242,216,1,AD,2,HULMGTBIKL,9994,10,GRPLY,120,,1,0,12,0,0,12,0,0,0,8/10/2016,18:10:00,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
38,256690166,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,243,217,1,AD,2,HULMGTBIKL,9994,6,BLKLI,116,,1,0,5,0,0,5,0,0,0,8/10/2016,18:10:23,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
39,256690167,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,244,218,1,AD,2,HULMGTBIKL,9994,12,SGH3,10970,,1,0,17,0,0,17,0,0,0,8/10/2016,18:15:04,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
40,256690168,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,245,219,1,AD,6,BLKLI,116,10,GRPLY,120,,1,0,5,0,0,5,0,0,0,8/10/2016,18:21:14,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
41,256690169,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,246,220,1,AD,6,BLKLI,116,10,GRPLY,120,,1,0,5,0,0,5,0,0,0,8/10/2016,18:21:47,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
42,256690170,D0416081000195,369C/4,13,325-739-755,HLM-SGHUP,24441,247,221,1,AD,6,BLKLI,116,10,GRPLY,120,,1,0,5,0,0,5,0,0,0,8/10/2016,18:22:35,N,1,N,33,KA01FA0240,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,29894,14218,12,0,0,1,8/10/2016 18:51
43,256690171,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,93,88,1,AD,3,WEVRCOL,956,20,GRPLY,120,,1,0,19,0,0,19,0,0,0,8/10/2016,18:09:49,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
44,256690172,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,94,89,1,AD,3,WEVRCOL,956,17,BLKLI,116,,1,0,17,0,0,17,0,0,0,8/10/2016,18:10:14,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
45,256690173,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,95,90,1,AD,3,WEVRCOL,956,24,LKS1,55,,1,0,20,0,0,20,0,0,0,8/10/2016,18:10:37,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
46,256690174,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,96,91,1,AD,3,WEVRCOL,956,32,KMT1,3014,,1,0,22,0,0,22,0,0,0,8/10/2016,18:10:50,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
47,256690175,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,97,92,1,AD,5,BSNG,105,12,HMG,111,,1,0,12,0,0,12,0,0,0,8/10/2016,18:11:57,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
48,256690176,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,98,93,1,AD,5,BSNG,105,20,GRPLY,120,,1,0,17,0,0,17,0,0,0,8/10/2016,18:13:03,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
49,256690177,D2716081000012,366G/2,4,325-738-791,366-GDN,29346,99,94,1,AD,7,GTR1,107,20,GRPLY,120,,1,0,14,0,0,14,0,0,0,8/10/2016,18:15:43,N,1,N,36,KA57F0476,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,24096,2724,12,0,0,1,8/10/2016 18:51
0,255686469,D0216081000214,119/1,4,325-703-391,119DN,19256,22,14,1,AD,1,MRPG,2388,4,NDR,10623,,1,0,5,0,0,5,0,0,0,8/10/2016,7:17:47,N,1,N,31,KA01F3943,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,11801,8754,12,0,0,1,8/10/2016 7:40
1,255686470,D0216081000214,119/1,4,325-703-391,119DN,19256,23,15,1,AD,1,MRPG,2388,6,CRLST,657,,1,0,12,0,0,12,0,0,0,8/10/2016,7:17:55,N,1,N,31,KA01F3943,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,11801,8754,12,0,0,1,8/10/2016 7:40
2,255686471,D0216081000214,119/1,4,325-703-391,119DN,19256,24,16,1,AD,1,MRPG,2388,6,CRLST,657,,1,0,12,0,0,12,0,0,0,8/10/2016,7:18:06,N,1,N,31,KA01F3943,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,11801,8754,12,0,0,1,8/10/2016 7:40
3,255686472,D3216081000054,356ZA/1,3,325-738-480,356ZAUP,25018,28,0,0,TL,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/10/2016,7:34:59,N,1,N,19,KA01FA1522,0,0,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,21783,8723,12,0,0,1,8/10/2016 7:40
4,255686473,D3216081000054,356ZA/1,4,325-738-480,356ZADN,25019,29,0,0,TS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/10/2016,7:35:02,N,1,N,19,KA01FA1522,1.0.3.323,4077,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,21783,8723,12,0,0,1,8/10/2016 7:40
5,255686474,D3216081000054,356ZA/1,4,325-738-480,356ZADN,25019,30,25,1,AD,2,KDMSC,12207,3,ANEKL,3344,,1,0,5,0,0,5,0,0,0,8/10/2016,7:36:33,N,1,N,19,KA01FA1522,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,21783,8723,12,0,0,1,8/10/2016 7:40
6,255686475,D3216081000054,356ZA/1,4,325-738-480,356ZADN,25019,31,26,1,AD,2,KDMSC,12207,3,ANEKL,3344,,1,0,5,0,0,5,0,0,0,8/10/2016,7:36:43,N,1,N,19,KA01FA1522,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,21783,8723,12,0,0,1,8/10/2016 7:40
7,255686476,D3216081000054,356ZA/1,4,325-738-480,356ZADN,25019,32,27,1,AD,2,KDMSC,12207,3,ANEKL,3344,,1,0,5,0,0,5,0,0,0,8/10/2016,7:36:56,N,1,N,19,KA01FA1522,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,21783,8723,12,0,0,1,8/10/2016 7:40
8,255686477,D3216081000054,356ZA/1,4,325-738-480,356ZADN,25019,33,28,1,AD,2,KDMSC,12207,3,ANEKL,3344,,1,0,5,0,0,5,0,0,0,8/10/2016,7:39:05,N,1,N,19,KA01FA1522,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,21783,8723,12,0,0,1,8/10/2016 7:40
9,255686478,D2816081000239,V-335E/59,2,325-742-706,V-HBL-KBSDN,13530,1,0,0,TS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8/10/2016,7:35:10,N,3,N,13,KA01FA2260,1.0.4.10,4147,0,0,0,0,0,0,0,0,0,0,N,1,N,0,T,32806,9902,4,0,0,1,8/10/2016 7:40
10,255686479,D2916080900130,300E/8,3,325-740-712,300-EDN,20974,235,212,1,AD,7,RMNADM,4320,11,RMNRR,414,,1,0,5,0,0,5,0,0,0,8/10/2016,7:32:31,N,1,N,18,KA01FA0799,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,12937,271,12,0,0,1,8/10/2016 7:40
11,255686480,D2916080900130,300E/8,3,325-740-712,300-EDN,20974,236,213,1,AD,7,RMNADM,4320,11,RMNRR,414,,1,0,5,0,0,5,0,0,0,8/10/2016,7:32:58,N,1,N,18,KA01FA0799,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,12937,271,12,0,0,1,8/10/2016 7:40
12,255686481,D2916080900130,300E/8,3,325-740-712,300-EDN,20974,237,214,1,AD,7,RMNADM,4320,32,SBS1,6358,,2,0,42,0,0,42,0,0,0,8/10/2016,7:33:59,N,1,N,18,KA01FA0799,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,12937,271,12,0,0,1,8/10/2016 7:40
13,255686482,D1116080900182,501A/8,2,325-726-856,501-AUP,21147,190,171,3,AD,47,KGR1,280,63,KTGP,1333,,1,0,19,0,0,29,0,1,0,8/10/2016,7:37:46,N,1,N,42,KA01FA1444,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,8913,5235,12,0,0,1,8/10/2016 7:40
14,255686483,D1116080900182,501A/8,2,325-726-856,501-AUP,21147,191,171,3,CH,47,KGR1,280,63,KTGP,1333,,1,0,10,0,0,29,0,1,0,8/10/2016,7:37:46,N,1,N,42,KA01FA1444,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,8913,5235,12,0,0,1,8/10/2016 7:40
15,255686484,D1116080900182,501A/8,2,325-726-856,501-AUP,21147,192,172,1,AD,47,KGR1,280,70,BSKTTMC0,4140,,2,0,40,0,0,40,0,0,0,8/10/2016,7:38:52,N,1,N,42,KA01FA1444,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,8913,5235,12,0,0,1,8/10/2016 7:40
16,255686485,D1116080900182,501A/8,2,325-726-856,501-AUP,21147,193,173,1,AD,47,KGR1,280,55,NDH1,569,,1,0,14,0,0,14,0,0,0,8/10/2016,7:39:17,N,1,N,42,KA01FA1444,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,8913,5235,12,0,0,1,8/10/2016 7:40
17,255686486,D2816081000229,V-500DC/1,2,325-742-723,V-500DUP,13342,6,5,1,AD,14,B CSD,7509,36,SIA1,2227,,1,0,85,0,0,85,0,0,0,8/10/2016,7:38:09,N,3,N,13,KA01F9108,,,0,0,0,0,0,0,0,0,0,0,Y,1,N,0,T,31565,3949,4,5,6,1,8/10/2016 7:40
18,255686487,D0616080900190,K-4/4,2,325-719-489,K-4UP,28323,243,200,1,AD,12,NGBVC1,1486,26,KRMRKT,5713,,1,0,17,0,0,17,0,0,0,8/10/2016,7:34:54,N,1,N,14,KA57F0624,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,11554,10408,12,0,0,1,8/10/2016 7:40
19,255686488,D0616080900190,K-4/4,2,325-719-489,K-4UP,28323,244,201,1,AD,12,NGBVC1,1486,17,INTAX,1500,,1,0,5,0,0,5,0,0,0,8/10/2016,7:35:16,N,1,N,14,KA57F0624,,,0,0,0,0,0,0,0,0,0,0,Y,2,N,0,T,11554,10408,12,0,0,1,8/10/2016 7:40
